2,74155057432961 5,54498489224604 0,963014767049868 0,39 GJ896A
0,856673719916277 -3,94432618193152 1,92308140964815 0,16 GJ9066
6,36295197972853 10,0080631626017 1,30851292964298 0,58 GJ96
-8,30243638002913 26,435506746847 13,0321258926921 0,57 GJ9689
5,34670377917327 16,3495629175894 -11,1736653570598 0,66 GJ9714
16,0158587163383 -1,38685590162399 -24,9267691706411 0,6 GJ9827
-7,95220045928901 6,7465302608742 -38,6166652793116 0,45 GUPsc
-9,18283356221358 1,95194698642591 -11,640555870785 0,56 Gl378
-6,717745031278 0,26187783515904 -7,20284593297622 0,51 Gl49
4,56509235910167 3,00539131247546 -6,05547453220378 0,43 Gl686
17,5081446091339 -16,0283573371867 -29,3722522035187 0,68 HAT-P-11
-3,69377561639906 -5,18673094472055 -39,4899207874968 0,87 HAT-P-17
-3,69377561639906 -5,18673094472055 -39,4899207874968 0,84 HAT-P-17
6,48348669202936 -15,7970170297563 -36,1720700717538 0,69 HAT-P-20
6,63360211609577 -38,1493517515922 -10,0310659402985 1,11 HAT-P-22
10,0917286685099 24,3158996822398 30,1146813883931 1,04 HD100777
-29,4213154121847 22,8218306501045 11,4667514878754 1,11 HD10180
3,72241953852891 -0,198177205858326 -29,7951182131277 0,86 HD101930
4,68328640926083 1,35081445411391 -39,2779225692932 1,23 HD102117
-10,8327484284843 -5,85917581431804 26,6284635347607 0,82 HD102195
-4,69057983844415 -3,88561046050048 -7,01380385300519 0,95 HD102365
-1,84085356808152 21,6010693310743 -33,6155479190062 0,96 HD102843
-25,3884765337464 28,9461108290676 10,8419521843045 0,88 HD103197
16,1268947392623 1,62164997078582 -36,5690240154288 0,73 HD103720
-33,1512802028033 -5,35737653218532 21,7322602967941 1,58 HD103774
4,87735021052897 1,87615538465519 -39,6571745828732 2,22 HD103891
12,6815052873665 6,55736381913681 22,3251988452505 0,75 HD103949
-6,32437128005018 -5,56055464337828 -18,5402932611672 0,74 HD104067
0,64522210378363 0,123838851087033 -39,9946040407422 1,27 HD105618
-34,5773651869007 -16,6442189224995 11,286088480586 0,94 HD105779
-12,7181248886296 -29,2482561538794 -20,9972149647109 1,1 HD106252
-13,3697959014597 -33,6522650951343 -16,9933402108037 2,66 HD106270
-13,9950933761331 -7,46946942377224 -6,99077123146275 1,1 HD10647
0,185564203768322 25,8793503407088 -22,1913308325376 0,91 HD106515A
5,91913470729362 11,6083839314766 30,4495777814135 1,86 HD10697
33,7871269555485 -20,620651508987 -5,76357384220578 1,17 HD107148
-7,19328452037576 -13,6909843364142 -35,7152629236995 1,21 HD108147
-10,3194839846874 -28,2035354524179 -26,4209923786747 0,88 HD108236
0,555021493712648 12,1197329734727 -38,1156663826469 0,79 HD108341
-25,400997419247 30,8873028292369 -0,873987438368222 1,05 HD108874
-25,400997419247 30,8873028292369 -0,873987438368222 1,09 HD108874
6,33922552598346 -3,20862861771675 -39,3639292007834 1,07 HD109246
-0,0228600199448576 0,00226038945366959 39,999993403876 1,29 HD109271
29,6377401609415 -2,96049814880771 26,6990600745311 1,09 HD109286
-17,9269251143903 -19,2681125852921 -30,1225031055447 1,22 HD109749
8,35386953044127 32,5323744662864 -21,7222806227542 0,87 HD109988
16,4330326707314 -20,3360618162855 30,2720998123171 1,17 HD110537
14,8377737236121 -36,6730304300902 5,91010236802742 1,47 HD11112
-10,4945127484411 -6,8584095029705 26,1025106392541 0,9 HD111232
-2,85838883191805 32,7525075539475 -4,7871812065323 1,45 HD111998
28,0144516692985 21,9790331919366 6,41131793130642 1,5 HD113337
28,0144516692985 21,9790331919366 6,41131793130642 1,53 HD113337
-0,281836625260554 -2,4284170106734 -16,097115077831 0,53 HD113538
31,4497672496882 -21,6703726797615 11,8872657857341 1,49 HD114082
24,4857830985584 -6,39164372315651 11,8050771728348 0,76 HD114386
-15,4225204219657 -1,4020929758265 13,0997873296168 2,14 HD114613
-33,2778176666321 -8,94756772687686 15,5513408685342 1,47 HD114729
8,18841128354955 2,19287970657753 -19,2816685762389 0,84 HD114783
-21,4464004075919 -0,0142858288511333 -32,5353490204475 1,2 HD11505
-39,5098079353668 2,50566064118541 -5,71810647519241 1,24 HD11506
-39,5098079353668 2,50566064118541 -5,71810647519241 1,34 HD11506
0,774935453951758 2,74514825240661 -10,6046770188685 0,73 HD115404A
18,0982160282328 -33,6170020400494 11,9311252794836 1,21 HD115954
-8,54124552332583 -28,0353729040431 13,7073558037834 1,07 HD117207
17,1098672740491 -33,3295523067746 -4,85574139595586 1,2 HD117618
28,3904498512182 -23,6002803973315 15,3951005976836 2,06 HD118203
14,9747463855874 24,0380969960737 17,962475472626 2,01 HD11964
-13,3610467377165 31,2450690682817 21,1004286447186 1,07 HD121504
-6,06880114022984 30,9103184438837 4,07320238977272 1,8 HD12235
-15,7278044068639 -1,61446689215148 36,7427498316822 2,17 HD122562
-22,7970680403856 23,8182122849326 -22,6492042313171 1,3 HD124330
-11,9526263668391 12,4039660332433 36,1009189575679 1 HD12484
-30,2308433376711 3,73397867410237 24,9059921688444 0,75 HD125271
2,66373799628 -18,3826697941932 -21,2169722706806 0,74 HD125595
0,276823517812551 -11,5788035286654 38,2864816558606 1,07 HD125612
0,276823517812551 -11,5788035286654 38,2864816558606 1,05 HD125612
-28,1551519542117 -3,25524192393136 -24,7842389193602 0,98 HD126525
36,1801203869172 -10,1662536779343 -4,48354098721845 1,2 HD12661
36,1801203869172 -10,1662536779343 -4,48354098721845 1,11 HD12661
-10,8588208681199 0,760194893232035 38,4903638990123 1,37 HD126614
12,3830056451495 16,0981139224512 -9,74772679869403 0,74 HD127506
-9,19810236563054 11,7952532256191 6,5505485919047 0,76 HD128311
20,7626615211969 -15,5067131885997 3,53939199336796 0,85 HD128356
-0,474950186909698 17,1307412574005 36,1429401998779 1,18 HD129445
-12,5224059611223 29,3139382633049 0 0,85 HD130322
14,2482669908368 34,0917398229162 15,3212324440438 1,34 HD132406
-10,8086772708947 3,30413161989027 -38,3699779761741 0,96 HD133131A
-10,8886745223247 3,30478830119594 -38,3472964031515 0,99 HD133131B
-0,509351336059244 -6,3162424078901 23,1612996032439 1,16 HD134060
-14,6863437491461 21,3507354775153 3,72434504458 1,22 HD134987
-14,6863437491461 21,3507354775153 3,72434504458 1,25 HD134987
-11,229315288774 -0,953814459019587 38,3795872323175 3,93 HD135872
-20,2289012730653 -8,42740714032365 -33,462970014268 1,68 HD136118
4,24199196180218 8,41209676439721 11,260695192679 1,06 HD136352
-6,8410112700855 -35,368812565417 17,3852714248287 1,19 HD136925
1,71339780016458 -17,2019972575896 -36,0715339059524 1,04 HD13724
-0,609572466986971 -4,53367994268981 39,7375662010741 0,88 HD137388
4,90691196039303 -25,339790126386 -11,4358376000039 0,78 HD13808
22,8604517174314 0,0795732220244628 32,8236715706413 1,67 HD13908
-20,9713973887792 7,88218400541856 -33,1371644361226 1,25 HD13931
10,4897695829198 38,5936748787655 0,702134922498549 2,34 HD1397
-3,68316954654297 -11,068144567023 9,82742823809453 0,95 HD140901
-4,87040071979707 -7,42983726576167 7,78885190980669 1,39 HD141004
7,23660556824044 14,3797027552808 33,3332652785394 1,39 HD141399
16,9734768088546 -13,9246113696602 25,1205627338084 1,03 HD141937
-0,100952635827658 7,6453550158829 25,0441268830924 1,41 HD142
-0,100952635827658 7,6453550158829 25,0441268830924 1,47 HD142
18,3196930592431 13,7932168709767 -25,4807403072462 1,04 HD142022A
-26,5760548318153 15,4659340481711 25,5835531854739 4,63 HD142245
-26,7849476064831 -20,7004422728548 10,7966236697479 1,04 HD142415
16,5838804113115 -6,22408195659882 -35,8641285172365 1,65 HD143105
-5,07215747348028 39,6721403986036 -0,628088176696059 0,92 HD143361
6,09200251101522 9,47450753737471 -38,381261213384 1,05 HD145377
-7,79930028290825 -6,56080735472538 -14,7544605201684 1 14Her
0,120771227315217 3,31743056848595 -23,2172789166588 1,15 HD1461
-8,07031710079878 -6,86364825321774 38,5714961409155 0,94 HD147018
-3,5530236470267 4,22198708323379 -9,24234832294672 0,63 HD147379
2,03926508559519 2,92381982270386 -12,4010179338245 0,98 HD147513
7,61179678774333 -15,4809188604766 -36,0888029851011 1,21 HD148156
0,0460212792644704 0,252873053327723 -39,9991742072353 1,34 HD148164
-17,592204833885 32,0515677656486 -16,2237891026316 3,86 HD148427
-32,1667654614894 20,2935116981483 12,3884051718795 1,41 HD149026
16,6760752218626 0,45337348684279 36,3552330163927 1,44 HD149143
-9,19235922903615 -18,0688377350164 0 0,89 HD149806
23,6358485874045 -8,89173403251114 -12,706677989875 0,96 HD150706
-23,3319376623001 -18,8903271053701 -26,4343758536996 1,17 HD151450
7,90285634978255 -15,3749570141328 -36,0715339059524 1,13 HD152079
-7,79931026498902 8,54708510454246 -38,2899215931052 0,86 HD15337
17,8058618309768 0,0355237960674924 2,19924531511984 0,75 HD153557
1,94825435779646 -21,7837689244295 33,4913677893929 1,28 HD153950
-1,33836007286375 17,5300657117208 -4,96681558930018 0,95 HD154088
6,86286661590727 16,800698223561 2,22311875820908 0,85 HD154345
33,6551171061179 -3,02351251026351 21,4054073699561 1,32 HD154672
33,122188420792 6,90069840824695 21,3377832891791 2,3 HD154857
33,122188420792 6,90069840824695 21,3377832891791 1,76 HD154857
-32,854153803734 6,30479689319687 -21,928386032176 1,76 HD155193
16,3016203075911 2,58731700055988 -36,435737485136 5,03 HD155233
-0,713805955390997 0,15782123446493 39,9933191110215 1,38 HD155358
-24,6428268498362 5,41212037585251 11,0927345089601 1,02 HD155918
-2,81030604446931 33,5353007690525 -21,6214195247585 2,76 HD156098
31,529202669684 16,6718811584282 6,16438057741706 0,95 HD156279
31,529202669684 16,6718811584282 6,16438057741706 0,97 HD156279
18,0553920979309 -18,1564990225844 30,7301864529467 2,16 HD156411
4,22473011847781 -17,5210942754725 -16,34697935724 0,72 HD156668
4,22473011847781 -17,5210942754725 -16,34697935724 0,77 HD156668
-32,4161774044989 22,6654587204931 -5,955537210838 1,9 HD156846
9,11733691141196 7,49135600011401 38,219808384179 4,5 HD158038
3,79856602361656 2,58654326264847 26,6565633597933 1,21 HD158259
9,68327383730951 -5,98738342196726 -38,3456053225142 1,12 HD159243
14,315237401387 16,4016217710428 33,5568291324074 2,13 HD159868
2,6424415649387 -5,92334810199365 -39,4706403525265 3,49 HD1605
-6,27202199539445 9,75469238394258 -10,4311284238064 1,33 HD160691
-15,8344164216766 -33,8177776948729 -5,78087550247299 1,48 HD16141
-0,185266987335458 -15,557237762489 -36,850210709639 1,72 HD16175
16,6391886992291 11,9954165797374 -23,0090346505456 0,75 HD162020
-6,41911250624504 -33,7094412715589 -20,554040084409 1,76 HD163607
-0,55399673882514 -21,3783058519914 -13,6929196109552 1,64 HD16417
39,1783900222234 8,0655908194345 0 1,11 HD164509
-21,0200556378607 0,335681167337201 -18,8767872037361 1,02 HD164595
-31,1309749566595 -21,3908313706258 -11,0798970397424 0,77 HD164604
12,6459812672279 6,15606111939762 16,9189973651857 0,95 HD164922
12,6459812672279 6,15606111939762 16,9189973651857 1 HD164922
-7,66349916077236 -28,9517407673808 26,5154197996416 0,95 HD165155
16,0636110193227 2,9303760347499 36,5153843922648 0,8 HD166724
25,6081468063996 -20,9449112482483 -22,4840723612269 4,3 HD167042
-10,1787397800303 -6,47323227827963 19,938145615926 1,21 HD168009
-4,53278594544853 35,6003399102482 -16,7979358880051 1,71 HD168443
-0,0338563644748115 0,053095700811594 39,9999504323835 1,09 HD168746
18,3224519002698 -18,7208813707779 30,0941652396866 0,78 HD168863
7,07702965760731 -7,68723435323444 38,3418521622756 0,77 HD16905
-24,74268677526 -13,3838525025957 24,9558194890518 1,94 HD169830
0,440550612830244 0,487404125735951 -39,9946040407422 1,24 HD170469
23,294594813279 -30,5758405333233 -11,0670605024976 1,01 HD171238
-0,318067243589096 12,470924443654 38,0049322687099 1,55 HD17156
-25,2215519203476 30,6298862580787 5,06787791352267 1,75 HD175167
32,7605986118238 -22,9424522027919 0,62214589734023 0,7 HD175607
2,19469203389152 -5,89319433353275 -39,5025769719343 1,18 HD17674
0,209150751324496 -0,0232970430410598 27,7835030134972 0,78 HD176986
-8,62123761998408 -9,48502403694904 11,041916560465 0,97 HD177565
-35,7013530844073 -17,2927929753958 -5,13543562442201 3,26 HD177830
-35,7013530844073 -17,2927929753958 -5,13543562442201 2,62 HD177830
6,5053512188037 33,3351286576121 21,1293540578139 1,08 HD178911B
-5,40147429963898 15,5525240771534 -36,4546714457819 1,63 HD179079
11,2156908257379 -1,55222617919805 25,0140399871766 1,27 HD179949
1,71474715608902 0,350231982416058 -5,6455339780465 0,48 HD180617
-20,42301352287 -30,0245573427273 -16,7757704746443 1,06 HD181234
14,4343565677504 -0,987361079134191 17,2632140421316 0,87 HD18143
17,0954738822258 -20,7268739838643 0,686727048503519 0,79 HD181433
17,0954738822258 -20,7268739838643 0,686727048503519 0,81 HD181433
-4,12739220375844 33,2013326582827 -21,9234154116188 1,5 HD181720
6,12299882774185 -0,405423922894451 39,5265039789534 1,23 HD183263
6,12299882774185 -0,405423922894451 39,5265039789534 1,29 HD183263
14,6402754208327 30,1602175526514 21,8179653675336 0,99 HD183579
-20,2285948720858 -16,088287123083 30,5281995365968 4,86 HD184010
-20,5452399743143 32,7638394960048 10,218803055049 2 HD185269
31,4506640319488 9,03365701918105 20,4090944654407 0,77 HD18599
-14,8083563029968 26,381209546527 26,1676205732529 1,27 HD187085
-4,65843039381619 -33,6642835697882 21,0953795414744 1,15 HD187123
35,1241950784769 -16,2066643546262 10,1801252735705 1,13 HD188015
-17,5369003280836 -24,715955294895 26,1070618941239 1,94 HD188641
-9,19673561683794 1,83455750283885 15,2532417214428 1,04 HD189567
-3,14625375608775 19,5082054906431 -0,372553723837099 0,75 HD189733
-7,86550246120952 9,84881344468526 1,66825764631666 0,79 HD190007
-25,7818803798716 28,6992163534007 10,5664386043118 2,59 HD190228
-9,19019246603846 7,49114100023123 -10,7537907996122 1,14 HD190360
-9,19019246603846 7,49114100023123 -10,7537907996122 1,17 HD190360
-35,2185036963324 -8,58516472479936 16,9101136613413 1,38 HD190647
-4,93412108054909 -4,84325817883991 39,3979352171606 1,4 HD191806
-36,293875460501 -16,7817359653177 -1,06204616095867 0,94 HD191939
-6,4614071132733 18,5423511704029 0 0,74 HD192263
1,58438672574243 -2,0233984582834 -8,41311471330372 0,86 HD192310
1,58438672574243 -2,0233984582834 -8,41311471330372 0,81 HD192310
19,5131936909067 -16,7547647465316 -30,6351616654709 4,41 HD192699
19,1963000104258 -23,1304989596097 -26,3909470044032 1,15 HD194490
17,4403503586174 -17,8526581003873 -28,2135168975679 1,48 HD195019
0,652526934275178 -38,1031056425535 12,1543222350097 1,42 HD196050
-30,7432558228623 20,2155900475308 15,522706516591 1,73 HD196067
-0,075024446938919 0,1312996379344 -34,1688653656723 1,31 HD196885A
5,47478400014655 -11,6254345835684 -30,6062771707849 1,1 HD197037
-23,1422685879108 -1,02220974575097 -7,35885067117734 0,92 HD199509
-5,95965590424575 -10,8913088731906 -18,7936552637253 1,8 HD19994
37,7500796824021 -8,23932351049179 -10,3462569106779 0,92 HD20003
31,89742379828 -23,4950621256206 5,5259759994188 4,92 HD200964
-2,15515254701682 -16,4011035609318 -36,4192136032984 1,04 HD202206
19,1071526472857 -16,0757982193543 30,2831880655575 0,86 HD203030
-14,1938389088195 27,0446314102096 25,8287213953069 1,13 HD20329
11,5065918988249 1,58105634019883 -38,2766064812832 1,33 HD203473
33,1082189068384 -6,64884109539515 21,4391873191372 1,19 HD2039
0,812996188730391 -21,5243755119992 -33,7051968695565 1,1 HD204313
0,812996188730391 -21,5243755119992 -33,7051968695565 1,13 HD204313
-10,5410569201297 5,58250422886064 -26,1220048578079 0,78 HD204941
28,887090897393 10,0548032750676 -25,7766737688447 1,88 HD205158
-21,2079164174997 -29,7168256045117 16,3442515037973 1,33 HD205739
16,2962029133173 -34,8719026133123 10,8804493811447 2,22 HD206255
31,3005632796166 -12,6339995349183 21,4629167200174 1,31 HD206893
-33,5277349580186 8,61400042518193 -9,77950906282221 0,83 HD20781
-33,5387242037901 8,50964836774454 -9,88740857856316 1,13 HD20782
3,77252724484197 25,9378143296337 -30,2158538848131 0,89 HD207832
3,77252724484197 25,9378143296337 -30,2158538848131 0,9 HD207832
-0,907050049658809 19,219056413935 20,7447402780897 0,78 HD207897
3,13311469852899 -0,851895803988806 5,04888438701143 0,92 HD20794
-26,0377622776342 15,4042386734198 26,1676205732529 1,2 HD208487
-0,0110440625843586 0,000957505994694138 -39,9999984638983 0,76 HD20868
-39,2540677047661 4,66269988374315 6,11370578485624 4,98 HD208897
-15,8555423083179 -21,1617077821396 -30,0130621871957 1,19 HD209458
-32,3295081011903 22,7800842895459 5,98921244374029 1,06 HD210193
12,9495123321914 -9,5176819748289 -13,9767650919102 1,07 HD210277
-38,186439036861 1,71271216578957 -11,7839929871523 4,92 HD210702
3,04939908792954 3,18521390303885 39,7562017500971 1,21 HD211403
-0,518444787644572 -10,2336313997416 -38,6652816280495 1,13 HD211810
9,1408140411865 -6,04660628374289 7,22638072646665 0,57 HD211970
0,864004743290178 0,772569160935931 -39,9832043825297 1,16 HD212301
0,356993470997348 -11,9802278736958 38,1621107350732 1,51 HD213240
0,381616052446165 26,8531568802178 29,6439257649004 1,43 HD213472
1,06654410394388 -20,5753185589673 34,2858389115879 1,08 HD213519
-29,0243642333282 9,23354853785325 -25,9292858029334 1,1 HD213885
1,28189944349751 4,30705958869208 28,7841276983725 0,83 HD21411
0,513989460005416 20,7186964409274 6,07611054735717 0,73 HD215152
-24,0079910397041 23,7786648398037 21,4054073699561 0,85 HD215497
-24,0079910397041 23,7786648398037 21,4054073699561 0,9 HD215497
12,0534051528564 17,79367015534 25,0200999635105 1,8 HD216435
-5,69150754095436 -16,0694429647034 -20,5364680691546 1,39 HD216437
-3,91709773312094 2,43730483928 18,9999103805676 0,76 HD216520
-0,705276295841317 -23,985695367966 -27,7187284937758 0,93 HD216770
0,135365405350721 4,19217736982347 -32,9894278535863 0,91 HD21693
-4,32227765895822 6,88488953276451 -18,3411025723783 1,11 HD217107
-4,32227765895822 6,88488953276451 -18,3411025723783 1,2 HD217107
39,1311472900093 8,29176168058367 0 1,27 HD217786
39,1311472900093 8,29176168058367 0 1,34 HD217786
4,39624172132795 0,34275520890707 39,7562017500971 1,21 HD217850
33,51701536916 21,0979960727614 5,61108211107582 1,33 HD217958
1,76123914603844 -11,5741346414839 -26,343052874169 0,85 HD218566
-19,2801495582442 3,60378487938979 21,6132948093256 1,91 HD219077
-5,45052362038421 2,17564692557099 2,86632875500828 0,78 HD219134
-5,45052362038421 2,17564692557099 2,86632875500828 0,77 HD219134
-22,6676069317987 -25,4017183608308 20,9983880405736 1,03 HD219666
-14,9518326362591 -22,2067907750374 -29,7203826403869 1,56 HD219828
-14,9518326362591 -22,2067907750374 -29,7203826403869 1,61 HD219828
-7,84967214552227 37,3002084838487 -12,1275345503212 0,98 HD220197
15,1137767800744 -6,16630376483952 -36,5178100291051 1,07 HD220689
-6,03077494023565 1,50384033289185 39,5141521214032 1,68 HD220773
33,49298467199 -6,9770695626138 -20,7253583341831 1,42 HD220842
2,88671258311633 4,28192916665347 -39,6652489349839 1,14 HD221287
-8,44163503421558 -20,1812970949756 -33,4881179750883 2,94 HD221416
-0,087546985642591 -0,898096973834504 -31,1284239819637 1,95 HD221420
7,83327574181954 38,6083526421862 6,93072127626085 1,85 HD221585
-22,6919182347872 11,4688254962616 -30,8794897717244 4,1 HD222076
22,1552170363825 -12,0164247638477 -31,0604554693838 1,85 HD222155
-10,0437166607645 -5,02666184524094 38,390837791482 1,13 HD222582
0,038154075453801 -10,4784918134095 38,6031054914347 1,54 HD224538
10,3852578948591 -38,6282154942278 -0,0859429390179001 1,93 HD224693
8,18553017451927 2,98725503186117 10,4361747061198 0,67 HD22496
6,80048110996365 -29,1585398028937 -12,9040576872583 0,74 HD22781
0,245498209187969 4,91853964942439 -33,0946985355106 1,07 HD23079
4,91291442512405 37,9113223423195 11,7726339494674 1,49 HD23127
-11,5553915846237 36,9363150149114 -10,1084894245006 0,68 HD233832
